geometry,zone_id
"POLYGON ((7.671655224391226 45.0741383527158, 7.678015597562028 45.0741383527158, 7.678015597562028 45.06964175089718, 7.671655224391226 45.06964175089718, 7.671655224391226 45.0741383527158))",600
"POLYGON ((7.678015597562028 45.06514514907855, 7.684375970732829 45.06514514907855, 7.684375970732829 45.06064854725993, 7.678015597562028 45.06064854725993, 7.678015597562028 45.06514514907855))",643
"POLYGON ((7.671655224391226 45.06964175089718, 7.678015597562028 45.06964175089718, 7.678015597562028 45.06514514907855, 7.671655224391226 45.06514514907855, 7.671655224391226 45.06964175089718))",601
"POLYGON ((7.665294851220424 45.07863495453442, 7.671655224391226 45.07863495453442, 7.671655224391226 45.0741383527158, 7.665294851220424 45.0741383527158, 7.665294851220424 45.07863495453442))",558
"POLYGON ((7.665294851220424 45.0741383527158, 7.671655224391226 45.0741383527158, 7.671655224391226 45.06964175089718, 7.665294851220424 45.06964175089718, 7.665294851220424 45.0741383527158))",559
"POLYGON ((7.658934478049622 45.06964175089718, 7.665294851220424 45.06964175089718, 7.665294851220424 45.06514514907855, 7.658934478049622 45.06514514907855, 7.658934478049622 45.06964175089718))",519
"POLYGON ((7.665294851220424 45.06964175089718, 7.671655224391226 45.06964175089718, 7.671655224391226 45.06514514907855, 7.665294851220424 45.06514514907855, 7.665294851220424 45.06964175089718))",560
"POLYGON ((7.671655224391226 45.06514514907855, 7.678015597562028 45.06514514907855, 7.678015597562028 45.06064854725993, 7.671655224391226 45.06064854725993, 7.671655224391226 45.06514514907855))",602
"POLYGON ((7.671655224391226 45.07863495453442, 7.678015597562028 45.07863495453442, 7.678015597562028 45.0741383527158, 7.671655224391226 45.0741383527158, 7.671655224391226 45.07863495453442))",599
"POLYGON ((7.658934478049622 45.06064854725993, 7.665294851220424 45.06064854725993, 7.665294851220424 45.05615194544131, 7.658934478049622 45.05615194544131, 7.658934478049622 45.06064854725993))",521
"POLYGON ((7.684375970732829 45.06964175089718, 7.690736343903631 45.06964175089718, 7.690736343903631 45.06514514907855, 7.684375970732829 45.06514514907855, 7.684375970732829 45.06964175089718))",683
"POLYGON ((7.652574104878821 45.05615194544131, 7.658934478049622 45.05615194544131, 7.658934478049622 45.05165534362268, 7.652574104878821 45.05165534362268, 7.652574104878821 45.05615194544131))",481
"POLYGON ((7.639853358537217 45.19105, 7.646213731708019 45.19105, 7.646213731708019 45.18655339818137, 7.639853358537217 45.18655339818137, 7.639853358537217 45.19105))",369
"POLYGON ((7.690736343903631 45.06964175089718, 7.697096717074433 45.06964175089718, 7.697096717074433 45.06514514907855, 7.690736343903631 45.06514514907855, 7.690736343903631 45.06964175089718))",724
"POLYGON ((7.684375970732829 45.06514514907855, 7.690736343903631 45.06514514907855, 7.690736343903631 45.06064854725993, 7.684375970732829 45.06064854725993, 7.684375970732829 45.06514514907855))",684
"POLYGON ((7.678015597562028 45.06064854725993, 7.684375970732829 45.06064854725993, 7.684375970732829 45.05615194544131, 7.678015597562028 45.05615194544131, 7.678015597562028 45.06064854725993))",644
"POLYGON ((7.690736343903631 45.0741383527158, 7.697096717074433 45.0741383527158, 7.697096717074433 45.06964175089718, 7.690736343903631 45.06964175089718, 7.690736343903631 45.0741383527158))",723
"POLYGON ((7.690736343903631 45.06514514907855, 7.697096717074433 45.06514514907855, 7.697096717074433 45.06064854725993, 7.690736343903631 45.06064854725993, 7.690736343903631 45.06514514907855))",725
"POLYGON ((7.678015597562028 45.05615194544131, 7.684375970732829 45.05615194544131, 7.684375970732829 45.05165534362268, 7.678015597562028 45.05165534362268, 7.678015597562028 45.05615194544131))",645
"POLYGON ((7.646213731708019 45.06514514907855, 7.652574104878821 45.06514514907855, 7.652574104878821 45.06064854725993, 7.646213731708019 45.06064854725993, 7.646213731708019 45.06514514907855))",438
"POLYGON ((7.658934478049622 45.05615194544131, 7.665294851220424 45.05615194544131, 7.665294851220424 45.05165534362268, 7.658934478049622 45.05165534362268, 7.658934478049622 45.05615194544131))",522
"POLYGON ((7.658934478049622 45.06514514907855, 7.665294851220424 45.06514514907855, 7.665294851220424 45.06064854725993, 7.658934478049622 45.06064854725993, 7.658934478049622 45.06514514907855))",520
"POLYGON ((7.665294851220424 45.06064854725993, 7.671655224391226 45.06064854725993, 7.671655224391226 45.05615194544131, 7.665294851220424 45.05615194544131, 7.665294851220424 45.06064854725993))",562
"POLYGON ((7.652574104878821 45.06964175089718, 7.658934478049622 45.06964175089718, 7.658934478049622 45.06514514907855, 7.652574104878821 45.06514514907855, 7.652574104878821 45.06964175089718))",478
"POLYGON ((7.658934478049622 45.0741383527158, 7.665294851220424 45.0741383527158, 7.665294851220424 45.06964175089718, 7.658934478049622 45.06964175089718, 7.658934478049622 45.0741383527158))",518
"POLYGON ((7.671655224391226 45.05165534362268, 7.678015597562028 45.05165534362268, 7.678015597562028 45.04715874180406, 7.671655224391226 45.04715874180406, 7.671655224391226 45.05165534362268))",605
"POLYGON ((7.665294851220424 45.05615194544131, 7.671655224391226 45.05615194544131, 7.671655224391226 45.05165534362268, 7.665294851220424 45.05165534362268, 7.665294851220424 45.05615194544131))",563
"POLYGON ((7.652574104878821 45.06514514907855, 7.658934478049622 45.06514514907855, 7.658934478049622 45.06064854725993, 7.652574104878821 45.06064854725993, 7.652574104878821 45.06514514907855))",479
"POLYGON ((7.678015597562028 45.07863495453442, 7.684375970732829 45.07863495453442, 7.684375970732829 45.0741383527158, 7.678015597562028 45.0741383527158, 7.678015597562028 45.07863495453442))",640
"POLYGON ((7.658934478049622 45.07863495453442, 7.665294851220424 45.07863495453442, 7.665294851220424 45.0741383527158, 7.658934478049622 45.0741383527158, 7.658934478049622 45.07863495453442))",517
"POLYGON ((7.671655224391226 45.06064854725993, 7.678015597562028 45.06064854725993, 7.678015597562028 45.05615194544131, 7.671655224391226 45.05615194544131, 7.671655224391226 45.06064854725993))",603
"POLYGON ((7.671655224391226 45.04715874180406, 7.678015597562028 45.04715874180406, 7.678015597562028 45.04266213998544, 7.671655224391226 45.04266213998544, 7.671655224391226 45.04715874180406))",606
"POLYGON ((7.697096717074433 45.06514514907855, 7.703457090245235 45.06514514907855, 7.703457090245235 45.06064854725993, 7.697096717074433 45.06064854725993, 7.697096717074433 45.06514514907855))",766
"POLYGON ((7.652574104878821 45.06064854725993, 7.658934478049622 45.06064854725993, 7.658934478049622 45.05615194544131, 7.652574104878821 45.05615194544131, 7.652574104878821 45.06064854725993))",480
"POLYGON ((7.678015597562028 45.05165534362268, 7.684375970732829 45.05165534362268, 7.684375970732829 45.04715874180406, 7.678015597562028 45.04715874180406, 7.678015597562028 45.05165534362268))",646
"POLYGON ((7.646213731708019 45.06964175089718, 7.652574104878821 45.06964175089718, 7.652574104878821 45.06514514907855, 7.646213731708019 45.06514514907855, 7.646213731708019 45.06964175089718))",437
"POLYGON ((7.646213731708019 45.05615194544131, 7.652574104878821 45.05615194544131, 7.652574104878821 45.05165534362268, 7.646213731708019 45.05165534362268, 7.646213731708019 45.05615194544131))",440
"POLYGON ((7.658934478049622 45.08313155635305, 7.665294851220424 45.08313155635305, 7.665294851220424 45.07863495453442, 7.658934478049622 45.07863495453442, 7.658934478049622 45.08313155635305))",516
"POLYGON ((7.646213731708019 45.06064854725993, 7.652574104878821 45.06064854725993, 7.652574104878821 45.05615194544131, 7.646213731708019 45.05615194544131, 7.646213731708019 45.06064854725993))",439
"POLYGON ((7.678015597562028 45.06964175089718, 7.684375970732829 45.06964175089718, 7.684375970732829 45.06514514907855, 7.678015597562028 45.06514514907855, 7.678015597562028 45.06964175089718))",642
"POLYGON ((7.684375970732829 45.06064854725993, 7.690736343903631 45.06064854725993, 7.690736343903631 45.05615194544131, 7.684375970732829 45.05615194544131, 7.684375970732829 45.06064854725993))",685
"POLYGON ((7.665294851220424 45.06514514907855, 7.671655224391226 45.06514514907855, 7.671655224391226 45.06064854725993, 7.665294851220424 45.06064854725993, 7.665294851220424 45.06514514907855))",561
"POLYGON ((7.697096717074433 45.06964175089718, 7.703457090245235 45.06964175089718, 7.703457090245235 45.06514514907855, 7.697096717074433 45.06514514907855, 7.697096717074433 45.06964175089718))",765
"POLYGON ((7.665294851220424 45.08313155635305, 7.671655224391226 45.08313155635305, 7.671655224391226 45.07863495453442, 7.665294851220424 45.07863495453442, 7.665294851220424 45.08313155635305))",557
"POLYGON ((7.639853358537217 45.06064854725993, 7.646213731708019 45.06064854725993, 7.646213731708019 45.05615194544131, 7.639853358537217 45.05615194544131, 7.639853358537217 45.06064854725993))",398
"POLYGON ((7.697096717074433 45.0741383527158, 7.703457090245235 45.0741383527158, 7.703457090245235 45.06964175089718, 7.697096717074433 45.06964175089718, 7.697096717074433 45.0741383527158))",764
"POLYGON ((7.671655224391226 45.08313155635305, 7.678015597562028 45.08313155635305, 7.678015597562028 45.07863495453442, 7.671655224391226 45.07863495453442, 7.671655224391226 45.08313155635305))",598
"POLYGON ((7.703457090245235 45.06514514907855, 7.709817463416036 45.06514514907855, 7.709817463416036 45.06064854725993, 7.703457090245235 45.06064854725993, 7.703457090245235 45.06514514907855))",807
"POLYGON ((7.652574104878821 45.0741383527158, 7.658934478049622 45.0741383527158, 7.658934478049622 45.06964175089718, 7.652574104878821 45.06964175089718, 7.652574104878821 45.0741383527158))",477
"POLYGON ((7.652574104878821 45.07863495453442, 7.658934478049622 45.07863495453442, 7.658934478049622 45.0741383527158, 7.652574104878821 45.0741383527158, 7.652574104878821 45.07863495453442))",476
"POLYGON ((7.690736343903631 45.07863495453442, 7.697096717074433 45.07863495453442, 7.697096717074433 45.0741383527158, 7.690736343903631 45.0741383527158, 7.690736343903631 45.07863495453442))",722
"POLYGON ((7.665294851220424 45.03366893634819, 7.671655224391226 45.03366893634819, 7.671655224391226 45.02917233452957, 7.665294851220424 45.02917233452957, 7.665294851220424 45.03366893634819))",568
"POLYGON ((7.665294851220424 45.10561456544616, 7.671655224391226 45.10561456544616, 7.671655224391226 45.10111796362754, 7.665294851220424 45.10111796362754, 7.665294851220424 45.10561456544616))",552
"POLYGON ((7.639853358537217 45.06964175089718, 7.646213731708019 45.06964175089718, 7.646213731708019 45.06514514907855, 7.639853358537217 45.06514514907855, 7.639853358537217 45.06964175089718))",396
"POLYGON ((7.652574104878821 45.08313155635305, 7.658934478049622 45.08313155635305, 7.658934478049622 45.07863495453442, 7.652574104878821 45.07863495453442, 7.652574104878821 45.08313155635305))",475
"POLYGON ((7.639853358537217 45.03816553816682, 7.646213731708019 45.03816553816682, 7.646213731708019 45.03366893634819, 7.639853358537217 45.03366893634819, 7.639853358537217 45.03816553816682))",403
"POLYGON ((7.665294851220424 45.08762815817167, 7.671655224391226 45.08762815817167, 7.671655224391226 45.08313155635305, 7.665294851220424 45.08313155635305, 7.665294851220424 45.08762815817167))",556
"POLYGON ((7.671655224391226 45.08762815817167, 7.678015597562028 45.08762815817167, 7.678015597562028 45.08313155635305, 7.671655224391226 45.08313155635305, 7.671655224391226 45.08762815817167))",597
"POLYGON ((7.671655224391226 45.05615194544131, 7.678015597562028 45.05615194544131, 7.678015597562028 45.05165534362268, 7.671655224391226 45.05165534362268, 7.671655224391226 45.05615194544131))",604
"POLYGON ((7.658934478049622 45.05165534362268, 7.665294851220424 45.05165534362268, 7.665294851220424 45.04715874180406, 7.658934478049622 45.04715874180406, 7.658934478049622 45.05165534362268))",523
"POLYGON ((7.697096717074433 45.10561456544616, 7.703457090245235 45.10561456544616, 7.703457090245235 45.10111796362754, 7.697096717074433 45.10111796362754, 7.697096717074433 45.10561456544616))",757
"POLYGON ((7.608051492683209 45.05615194544131, 7.61441186585401 45.05615194544131, 7.61441186585401 45.05165534362268, 7.608051492683209 45.05165534362268, 7.608051492683209 45.05615194544131))",194
"POLYGON ((7.633492985366416 45.06964175089718, 7.639853358537217 45.06964175089718, 7.639853358537217 45.06514514907855, 7.633492985366416 45.06514514907855, 7.633492985366416 45.06964175089718))",355
"POLYGON ((7.665294851220424 45.05165534362268, 7.671655224391226 45.05165534362268, 7.671655224391226 45.04715874180406, 7.665294851220424 45.04715874180406, 7.665294851220424 45.05165534362268))",564
"POLYGON ((7.684375970732829 45.09212475999029, 7.690736343903631 45.09212475999029, 7.690736343903631 45.08762815817167, 7.684375970732829 45.08762815817167, 7.684375970732829 45.09212475999029))",678
"POLYGON ((7.652574104878821 45.09212475999029, 7.658934478049622 45.09212475999029, 7.658934478049622 45.08762815817167, 7.652574104878821 45.08762815817167, 7.652574104878821 45.09212475999029))",473
"POLYGON ((7.627132612195614 45.06964175089718, 7.633492985366416 45.06964175089718, 7.633492985366416 45.06514514907855, 7.627132612195614 45.06514514907855, 7.627132612195614 45.06964175089718))",314
"POLYGON ((7.671655224391226 45.10561456544616, 7.678015597562028 45.10561456544616, 7.678015597562028 45.10111796362754, 7.671655224391226 45.10111796362754, 7.671655224391226 45.10561456544616))",593
"POLYGON ((7.652574104878821 45.03816553816682, 7.658934478049622 45.03816553816682, 7.658934478049622 45.03366893634819, 7.652574104878821 45.03366893634819, 7.652574104878821 45.03816553816682))",485
"POLYGON ((7.678015597562028 45.0741383527158, 7.684375970732829 45.0741383527158, 7.684375970732829 45.06964175089718, 7.678015597562028 45.06964175089718, 7.678015597562028 45.0741383527158))",641
"POLYGON ((7.639853358537217 45.02917233452957, 7.646213731708019 45.02917233452957, 7.646213731708019 45.02467573271095, 7.639853358537217 45.02467573271095, 7.639853358537217 45.02917233452957))",405
"POLYGON ((7.678015597562028 45.08762815817167, 7.684375970732829 45.08762815817167, 7.684375970732829 45.08313155635305, 7.678015597562028 45.08313155635305, 7.678015597562028 45.08762815817167))",638
"POLYGON ((7.646213731708019 45.07863495453442, 7.652574104878821 45.07863495453442, 7.652574104878821 45.0741383527158, 7.646213731708019 45.0741383527158, 7.646213731708019 45.07863495453442))",435
"POLYGON ((7.646213731708019 45.0741383527158, 7.652574104878821 45.0741383527158, 7.652574104878821 45.06964175089718, 7.646213731708019 45.06964175089718, 7.646213731708019 45.0741383527158))",436
"POLYGON ((7.709817463416036 45.06964175089718, 7.716177836586838 45.06964175089718, 7.716177836586838 45.06514514907855, 7.709817463416036 45.06514514907855, 7.709817463416036 45.06964175089718))",847
"POLYGON ((7.639853358537217 45.07863495453442, 7.646213731708019 45.07863495453442, 7.646213731708019 45.0741383527158, 7.639853358537217 45.0741383527158, 7.639853358537217 45.07863495453442))",394
"POLYGON ((7.639853358537217 45.0741383527158, 7.646213731708019 45.0741383527158, 7.646213731708019 45.06964175089718, 7.639853358537217 45.06964175089718, 7.639853358537217 45.0741383527158))",395
"POLYGON ((7.639853358537217 45.06514514907855, 7.646213731708019 45.06514514907855, 7.646213731708019 45.06064854725993, 7.639853358537217 45.06064854725993, 7.639853358537217 45.06514514907855))",397
"POLYGON ((7.697096717074433 45.07863495453442, 7.703457090245235 45.07863495453442, 7.703457090245235 45.0741383527158, 7.697096717074433 45.0741383527158, 7.697096717074433 45.07863495453442))",763
"POLYGON ((7.684375970732829 45.07863495453442, 7.690736343903631 45.07863495453442, 7.690736343903631 45.0741383527158, 7.684375970732829 45.0741383527158, 7.684375970732829 45.07863495453442))",681
"POLYGON ((7.633492985366416 45.0741383527158, 7.639853358537217 45.0741383527158, 7.639853358537217 45.06964175089718, 7.633492985366416 45.06964175089718, 7.633492985366416 45.0741383527158))",354
"POLYGON ((7.678015597562028 45.09662136180891, 7.684375970732829 45.09662136180891, 7.684375970732829 45.09212475999029, 7.678015597562028 45.09212475999029, 7.678015597562028 45.09662136180891))",636
"POLYGON ((7.646213731708019 45.08313155635305, 7.652574104878821 45.08313155635305, 7.652574104878821 45.07863495453442, 7.646213731708019 45.07863495453442, 7.646213731708019 45.08313155635305))",434
"POLYGON ((7.690736343903631 45.06064854725993, 7.697096717074433 45.06064854725993, 7.697096717074433 45.05615194544131, 7.690736343903631 45.05615194544131, 7.690736343903631 45.06064854725993))",726
"POLYGON ((7.639853358537217 45.08313155635305, 7.646213731708019 45.08313155635305, 7.646213731708019 45.07863495453442, 7.639853358537217 45.07863495453442, 7.639853358537217 45.08313155635305))",393
"POLYGON ((7.684375970732829 45.08313155635305, 7.690736343903631 45.08313155635305, 7.690736343903631 45.07863495453442, 7.684375970732829 45.07863495453442, 7.684375970732829 45.08313155635305))",680
"POLYGON ((7.639853358537217 45.04715874180406, 7.646213731708019 45.04715874180406, 7.646213731708019 45.04266213998544, 7.639853358537217 45.04266213998544, 7.639853358537217 45.04715874180406))",401
"POLYGON ((7.658934478049622 45.02017913089232, 7.665294851220424 45.02017913089232, 7.665294851220424 45.0156825290737, 7.658934478049622 45.0156825290737, 7.658934478049622 45.02017913089232))",530
"POLYGON ((7.608051492683209 45.0741383527158, 7.61441186585401 45.0741383527158, 7.61441186585401 45.06964175089718, 7.608051492683209 45.06964175089718, 7.608051492683209 45.0741383527158))",190
"POLYGON ((7.658934478049622 45.04715874180406, 7.665294851220424 45.04715874180406, 7.665294851220424 45.04266213998544, 7.658934478049622 45.04266213998544, 7.658934478049622 45.04715874180406))",524
"POLYGON ((7.633492985366416 45.05165534362268, 7.639853358537217 45.05165534362268, 7.639853358537217 45.04715874180406, 7.633492985366416 45.04715874180406, 7.633492985366416 45.05165534362268))",359
"POLYGON ((7.627132612195614 45.05165534362268, 7.633492985366416 45.05165534362268, 7.633492985366416 45.04715874180406, 7.627132612195614 45.04715874180406, 7.627132612195614 45.05165534362268))",318
"POLYGON ((7.646213731708019 45.03816553816682, 7.652574104878821 45.03816553816682, 7.652574104878821 45.03366893634819, 7.646213731708019 45.03366893634819, 7.646213731708019 45.03816553816682))",444
"POLYGON ((7.633492985366416 45.08313155635305, 7.639853358537217 45.08313155635305, 7.639853358537217 45.07863495453442, 7.633492985366416 45.07863495453442, 7.633492985366416 45.08313155635305))",352
"POLYGON ((7.639853358537217 45.04266213998544, 7.646213731708019 45.04266213998544, 7.646213731708019 45.03816553816682, 7.639853358537217 45.03816553816682, 7.639853358537217 45.04266213998544))",402
"POLYGON ((7.652574104878821 45.02917233452957, 7.658934478049622 45.02917233452957, 7.658934478049622 45.02467573271095, 7.652574104878821 45.02467573271095, 7.652574104878821 45.02917233452957))",487
"POLYGON ((7.690736343903631 45.08313155635305, 7.697096717074433 45.08313155635305, 7.697096717074433 45.07863495453442, 7.690736343903631 45.07863495453442, 7.690736343903631 45.08313155635305))",721
"POLYGON ((7.633492985366416 45.04266213998544, 7.639853358537217 45.04266213998544, 7.639853358537217 45.03816553816682, 7.633492985366416 45.03816553816682, 7.633492985366416 45.04266213998544))",361
"POLYGON ((7.665294851220424 45.04715874180406, 7.671655224391226 45.04715874180406, 7.671655224391226 45.04266213998544, 7.665294851220424 45.04266213998544, 7.665294851220424 45.04715874180406))",565
"POLYGON ((7.703457090245235 45.0741383527158, 7.709817463416036 45.0741383527158, 7.709817463416036 45.06964175089718, 7.703457090245235 45.06964175089718, 7.703457090245235 45.0741383527158))",805
"POLYGON ((7.61441186585401 45.0741383527158, 7.620772239024812 45.0741383527158, 7.620772239024812 45.06964175089718, 7.61441186585401 45.06964175089718, 7.61441186585401 45.0741383527158))",231
"POLYGON ((7.684375970732829 45.08762815817167, 7.690736343903631 45.08762815817167, 7.690736343903631 45.08313155635305, 7.684375970732829 45.08313155635305, 7.684375970732829 45.08762815817167))",679
"POLYGON ((7.652574104878821 45.08762815817167, 7.658934478049622 45.08762815817167, 7.658934478049622 45.08313155635305, 7.652574104878821 45.08313155635305, 7.652574104878821 45.08762815817167))",474
"POLYGON ((7.646213731708019 45.05165534362268, 7.652574104878821 45.05165534362268, 7.652574104878821 45.04715874180406, 7.646213731708019 45.04715874180406, 7.646213731708019 45.05165534362268))",441
"POLYGON ((7.652574104878821 45.04266213998544, 7.658934478049622 45.04266213998544, 7.658934478049622 45.03816553816682, 7.652574104878821 45.03816553816682, 7.652574104878821 45.04266213998544))",484
"POLYGON ((7.665294851220424 45.03816553816682, 7.671655224391226 45.03816553816682, 7.671655224391226 45.03366893634819, 7.665294851220424 45.03366893634819, 7.665294851220424 45.03816553816682))",567
"POLYGON ((7.646213731708019 45.04715874180406, 7.652574104878821 45.04715874180406, 7.652574104878821 45.04266213998544, 7.646213731708019 45.04266213998544, 7.646213731708019 45.04715874180406))",442
"POLYGON ((7.678015597562028 45.04715874180406, 7.684375970732829 45.04715874180406, 7.684375970732829 45.04266213998544, 7.678015597562028 45.04266213998544, 7.678015597562028 45.04715874180406))",647
"POLYGON ((7.633492985366416 45.06514514907855, 7.639853358537217 45.06514514907855, 7.639853358537217 45.06064854725993, 7.633492985366416 45.06064854725993, 7.633492985366416 45.06514514907855))",356
"POLYGON ((7.633492985366416 45.07863495453442, 7.639853358537217 45.07863495453442, 7.639853358537217 45.0741383527158, 7.633492985366416 45.0741383527158, 7.633492985366416 45.07863495453442))",353
"POLYGON ((7.678015597562028 45.10561456544616, 7.684375970732829 45.10561456544616, 7.684375970732829 45.10111796362754, 7.678015597562028 45.10111796362754, 7.678015597562028 45.10561456544616))",634
"POLYGON ((7.633492985366416 45.02467573271095, 7.639853358537217 45.02467573271095, 7.639853358537217 45.02017913089232, 7.633492985366416 45.02017913089232, 7.633492985366416 45.02467573271095))",365
"POLYGON ((7.697096717074433 45.08762815817167, 7.703457090245235 45.08762815817167, 7.703457090245235 45.08313155635305, 7.697096717074433 45.08313155635305, 7.697096717074433 45.08762815817167))",761
"POLYGON ((7.608051492683209 45.02017913089232, 7.61441186585401 45.02017913089232, 7.61441186585401 45.0156825290737, 7.608051492683209 45.0156825290737, 7.608051492683209 45.02017913089232))",202
"POLYGON ((7.658934478049622 45.08762815817167, 7.665294851220424 45.08762815817167, 7.665294851220424 45.08313155635305, 7.658934478049622 45.08313155635305, 7.658934478049622 45.08762815817167))",515
"POLYGON ((7.652574104878821 45.09662136180891, 7.658934478049622 45.09662136180891, 7.658934478049622 45.09212475999029, 7.652574104878821 45.09212475999029, 7.652574104878821 45.09662136180891))",472
"POLYGON ((7.678015597562028 45.08313155635305, 7.684375970732829 45.08313155635305, 7.684375970732829 45.07863495453442, 7.678015597562028 45.07863495453442, 7.678015597562028 45.08313155635305))",639
"POLYGON ((7.690736343903631 45.08762815817167, 7.697096717074433 45.08762815817167, 7.697096717074433 45.08313155635305, 7.690736343903631 45.08313155635305, 7.690736343903631 45.08762815817167))",720
"POLYGON ((7.658934478049622 45.02467573271095, 7.665294851220424 45.02467573271095, 7.665294851220424 45.02017913089232, 7.658934478049622 45.02017913089232, 7.658934478049622 45.02467573271095))",529
"POLYGON ((7.620772239024812 45.0741383527158, 7.627132612195614 45.0741383527158, 7.627132612195614 45.06964175089718, 7.620772239024812 45.06964175089718, 7.620772239024812 45.0741383527158))",272
"POLYGON ((7.627132612195614 45.05615194544131, 7.633492985366416 45.05615194544131, 7.633492985366416 45.05165534362268, 7.627132612195614 45.05165534362268, 7.627132612195614 45.05615194544131))",317
"POLYGON ((7.665294851220424 45.09212475999029, 7.671655224391226 45.09212475999029, 7.671655224391226 45.08762815817167, 7.665294851220424 45.08762815817167, 7.665294851220424 45.09212475999029))",555
"POLYGON ((7.671655224391226 45.09662136180891, 7.678015597562028 45.09662136180891, 7.678015597562028 45.09212475999029, 7.671655224391226 45.09212475999029, 7.671655224391226 45.09662136180891))",595
"POLYGON ((7.627132612195614 45.0741383527158, 7.633492985366416 45.0741383527158, 7.633492985366416 45.06964175089718, 7.627132612195614 45.06964175089718, 7.627132612195614 45.0741383527158))",313
"POLYGON ((7.620772239024812 45.08313155635305, 7.627132612195614 45.08313155635305, 7.627132612195614 45.07863495453442, 7.620772239024812 45.07863495453442, 7.620772239024812 45.08313155635305))",270
"POLYGON ((7.639853358537217 45.02467573271095, 7.646213731708019 45.02467573271095, 7.646213731708019 45.02017913089232, 7.639853358537217 45.02017913089232, 7.639853358537217 45.02467573271095))",406
"POLYGON ((7.639853358537217 45.05165534362268, 7.646213731708019 45.05165534362268, 7.646213731708019 45.04715874180406, 7.639853358537217 45.04715874180406, 7.639853358537217 45.05165534362268))",400
"POLYGON ((7.620772239024812 45.03816553816682, 7.627132612195614 45.03816553816682, 7.627132612195614 45.03366893634819, 7.620772239024812 45.03366893634819, 7.620772239024812 45.03816553816682))",280
"POLYGON ((7.639853358537217 45.05615194544131, 7.646213731708019 45.05615194544131, 7.646213731708019 45.05165534362268, 7.639853358537217 45.05165534362268, 7.639853358537217 45.05615194544131))",399
"POLYGON ((7.716177836586838 45.0741383527158, 7.72253820975764 45.0741383527158, 7.72253820975764 45.06964175089718, 7.716177836586838 45.06964175089718, 7.716177836586838 45.0741383527158))",887
"POLYGON ((7.652574104878821 45.0156825290737, 7.658934478049622 45.0156825290737, 7.658934478049622 45.01118592725508, 7.652574104878821 45.01118592725508, 7.652574104878821 45.0156825290737))",490
"POLYGON ((7.697096717074433 45.08313155635305, 7.703457090245235 45.08313155635305, 7.703457090245235 45.07863495453442, 7.697096717074433 45.07863495453442, 7.697096717074433 45.08313155635305))",762
"POLYGON ((7.620772239024812 45.07863495453442, 7.627132612195614 45.07863495453442, 7.627132612195614 45.0741383527158, 7.620772239024812 45.0741383527158, 7.620772239024812 45.07863495453442))",271
"POLYGON ((7.671655224391226 45.09212475999029, 7.678015597562028 45.09212475999029, 7.678015597562028 45.08762815817167, 7.671655224391226 45.08762815817167, 7.671655224391226 45.09212475999029))",596
"POLYGON ((7.646213731708019 45.04266213998544, 7.652574104878821 45.04266213998544, 7.652574104878821 45.03816553816682, 7.646213731708019 45.03816553816682, 7.646213731708019 45.04266213998544))",443
